"Step","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.5 - Teacher_teacher_accuracy_combined","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.0 - Teacher_teacher_accuracy_combined","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_0.2 - Teacher_teacher_accuracy_combined","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MAX"
"1637","0.7802734375","0.7802734375","0.7802734375","0.744140625","0.744140625","0.744140625","0.6142578125","0.6142578125","0.6142578125","0.65625","0.65625","0.65625","0.6767578125","0.6767578125","0.6767578125","0.7392578125","0.7392578125","0.7392578125","0.703125","0.703125","0.703125","0.7255859375","0.7255859375","0.7255859375","0.701171875","0.701171875","0.701171875","0.6611328125","0.6611328125","0.6611328125"
"1638","0.74609375","0.74609375","0.74609375","0.7705078125","0.7705078125","0.7705078125","0.6396484375","0.6396484375","0.6396484375","0.6845703125","0.6845703125","0.6845703125","0.7138671875","0.7138671875","0.7138671875","0.76953125","0.76953125","0.76953125","0.73828125","0.73828125","0.73828125","0.767578125","0.767578125","0.767578125","0.736328125","0.736328125","0.736328125","0.701171875","0.701171875","0.701171875"
"1639","0.7548828125","0.7548828125","0.7548828125","0.7294921875","0.7294921875","0.7294921875","0.6005859375","0.6005859375","0.6005859375","0.6416015625","0.6416015625","0.6416015625","0.66796875","0.66796875","0.66796875","0.7373046875","0.7373046875","0.7373046875","0.703125","0.703125","0.703125","0.734375","0.734375","0.734375","0.7001953125","0.7001953125","0.7001953125","0.6689453125","0.6689453125","0.6689453125"
"1640","0.7353515625","0.7353515625","0.7353515625","0.7060546875","0.7060546875","0.7060546875","0.587890625","0.587890625","0.587890625","0.6181640625","0.6181640625","0.6181640625","0.638671875","0.638671875","0.638671875","0.7080078125","0.7080078125","0.7080078125","0.66796875","0.66796875","0.66796875","0.693359375","0.693359375","0.693359375","0.66796875","0.66796875","0.66796875","0.6357421875","0.6357421875","0.6357421875"
"1641","0.7373046875","0.7373046875","0.7373046875","0.7255859375","0.7255859375","0.7255859375","0.626953125","0.626953125","0.626953125","0.64453125","0.64453125","0.64453125","0.6640625","0.6640625","0.6640625","0.7216796875","0.7216796875","0.7216796875","0.693359375","0.693359375","0.693359375","0.7158203125","0.7158203125","0.7158203125","0.701171875","0.701171875","0.701171875","0.65234375","0.65234375","0.65234375"
"1642","0.736328125","0.736328125","0.736328125","0.7392578125","0.7392578125","0.7392578125","0.6259765625","0.6259765625","0.6259765625","0.6669921875","0.6669921875","0.6669921875","0.6826171875","0.6826171875","0.6826171875","0.7392578125","0.7392578125","0.7392578125","0.712890625","0.712890625","0.712890625","0.736328125","0.736328125","0.736328125","0.7236328125","0.7236328125","0.7236328125","0.68359375","0.68359375","0.68359375"
"1643","0.755859375","0.755859375","0.755859375","0.7587890625","0.7587890625","0.7587890625","0.6171875","0.6171875","0.6171875","0.666015625","0.666015625","0.666015625","0.6787109375","0.6787109375","0.6787109375","0.7421875","0.7421875","0.7421875","0.7099609375","0.7099609375","0.7099609375","0.7373046875","0.7373046875","0.7373046875","0.7216796875","0.7216796875","0.7216796875","0.669921875","0.669921875","0.669921875"
"1644","0.7373046875","0.7373046875","0.7373046875","0.7236328125","0.7236328125","0.7236328125","0.5908203125","0.5908203125","0.5908203125","0.6240234375","0.6240234375","0.6240234375","0.65625","0.65625","0.65625","0.7353515625","0.7353515625","0.7353515625","0.693359375","0.693359375","0.693359375","0.7236328125","0.7236328125","0.7236328125","0.6982421875","0.6982421875","0.6982421875","0.650390625","0.650390625","0.650390625"
"1645","0.763671875","0.763671875","0.763671875","0.7421875","0.7421875","0.7421875","0.6171875","0.6171875","0.6171875","0.662109375","0.662109375","0.662109375","0.67578125","0.67578125","0.67578125","0.734375","0.734375","0.734375","0.70703125","0.70703125","0.70703125","0.732421875","0.732421875","0.732421875","0.7099609375","0.7099609375","0.7099609375","0.6708984375","0.6708984375","0.6708984375"
"1646","0.7470703125","0.7470703125","0.7470703125","0.74609375","0.74609375","0.74609375","0.6337890625","0.6337890625","0.6337890625","0.6796875","0.6796875","0.6796875","0.69140625","0.69140625","0.69140625","0.7451171875","0.7451171875","0.7451171875","0.71484375","0.71484375","0.71484375","0.7421875","0.7421875","0.7421875","0.72265625","0.72265625","0.72265625","0.681640625","0.681640625","0.681640625"
"1647","0.748046875","0.748046875","0.748046875","0.71484375","0.71484375","0.71484375","0.560546875","0.560546875","0.560546875","0.6083984375","0.6083984375","0.6083984375","0.6337890625","0.6337890625","0.6337890625","0.697265625","0.697265625","0.697265625","0.6611328125","0.6611328125","0.6611328125","0.7001953125","0.7001953125","0.7001953125","0.6689453125","0.6689453125","0.6689453125","0.6201171875","0.6201171875","0.6201171875"
"1648","0.7431640625","0.7431640625","0.7431640625","0.751953125","0.751953125","0.751953125","0.6240234375","0.6240234375","0.6240234375","0.67578125","0.67578125","0.67578125","0.69921875","0.69921875","0.69921875","0.7490234375","0.7490234375","0.7490234375","0.73046875","0.73046875","0.73046875","0.7431640625","0.7431640625","0.7431640625","0.7333984375","0.7333984375","0.7333984375","0.6923828125","0.6923828125","0.6923828125"
"1649","0.72265625","0.72265625","0.72265625","0.7236328125","0.7236328125","0.7236328125","0.6259765625","0.6259765625","0.6259765625","0.658203125","0.658203125","0.658203125","0.66796875","0.66796875","0.66796875","0.724609375","0.724609375","0.724609375","0.6943359375","0.6943359375","0.6943359375","0.7216796875","0.7216796875","0.7216796875","0.7080078125","0.7080078125","0.7080078125","0.66796875","0.66796875","0.66796875"
"1650","0.755859375","0.755859375","0.755859375","0.7275390625","0.7275390625","0.7275390625","0.609375","0.609375","0.609375","0.642578125","0.642578125","0.642578125","0.6591796875","0.6591796875","0.6591796875","0.7294921875","0.7294921875","0.7294921875","0.6982421875","0.6982421875","0.6982421875","0.7236328125","0.7236328125","0.7236328125","0.7080078125","0.7080078125","0.7080078125","0.654296875","0.654296875","0.654296875"
"1651","0.7490234375","0.7490234375","0.7490234375","0.71875","0.71875","0.71875","0.5947265625","0.5947265625","0.5947265625","0.6455078125","0.6455078125","0.6455078125","0.669921875","0.669921875","0.669921875","0.73046875","0.73046875","0.73046875","0.7021484375","0.7021484375","0.7021484375","0.7236328125","0.7236328125","0.7236328125","0.7041015625","0.7041015625","0.7041015625","0.65234375","0.65234375","0.65234375"
"1652","0.7333984375","0.7333984375","0.7333984375","0.7119140625","0.7119140625","0.7119140625","0.603515625","0.603515625","0.603515625","0.650390625","0.650390625","0.650390625","0.66796875","0.66796875","0.66796875","0.712890625","0.712890625","0.712890625","0.69140625","0.69140625","0.69140625","0.7138671875","0.7138671875","0.7138671875","0.693359375","0.693359375","0.693359375","0.662109375","0.662109375","0.662109375"
"1653","0.7685546875","0.7685546875","0.7685546875","0.7255859375","0.7255859375","0.7255859375","0.5888671875","0.5888671875","0.5888671875","0.62109375","0.62109375","0.62109375","0.6416015625","0.6416015625","0.6416015625","0.7236328125","0.7236328125","0.7236328125","0.671875","0.671875","0.671875","0.7177734375","0.7177734375","0.7177734375","0.6728515625","0.6728515625","0.6728515625","0.630859375","0.630859375","0.630859375"
"1654","0.740234375","0.740234375","0.740234375","0.7451171875","0.7451171875","0.7451171875","0.599609375","0.599609375","0.599609375","0.642578125","0.642578125","0.642578125","0.6748046875","0.6748046875","0.6748046875","0.7373046875","0.7373046875","0.7373046875","0.6953125","0.6953125","0.6953125","0.724609375","0.724609375","0.724609375","0.6953125","0.6953125","0.6953125","0.6533203125","0.6533203125","0.6533203125"
"1655","0.75390625","0.75390625","0.75390625","0.7138671875","0.7138671875","0.7138671875","0.6005859375","0.6005859375","0.6005859375","0.646484375","0.646484375","0.646484375","0.669921875","0.669921875","0.669921875","0.7138671875","0.7138671875","0.7138671875","0.6884765625","0.6884765625","0.6884765625","0.7109375","0.7109375","0.7109375","0.6962890625","0.6962890625","0.6962890625","0.650390625","0.650390625","0.650390625"
"1656","0.732421875","0.732421875","0.732421875","0.7548828125","0.7548828125","0.7548828125","0.642578125","0.642578125","0.642578125","0.6806640625","0.6806640625","0.6806640625","0.701171875","0.701171875","0.701171875","0.7587890625","0.7587890625","0.7587890625","0.73046875","0.73046875","0.73046875","0.7607421875","0.7607421875","0.7607421875","0.7373046875","0.7373046875","0.7373046875","0.7021484375","0.7021484375","0.7021484375"
"1657","0.75390625","0.75390625","0.75390625","0.7412109375","0.7412109375","0.7412109375","0.6171875","0.6171875","0.6171875","0.6640625","0.6640625","0.6640625","0.681640625","0.681640625","0.681640625","0.744140625","0.744140625","0.744140625","0.70703125","0.70703125","0.70703125","0.7392578125","0.7392578125","0.7392578125","0.71484375","0.71484375","0.71484375","0.6806640625","0.6806640625","0.6806640625"
"1658","0.7509765625","0.7509765625","0.7509765625","0.7314453125","0.7314453125","0.7314453125","0.5888671875","0.5888671875","0.5888671875","0.63671875","0.63671875","0.63671875","0.669921875","0.669921875","0.669921875","0.724609375","0.724609375","0.724609375","0.6884765625","0.6884765625","0.6884765625","0.72265625","0.72265625","0.72265625","0.693359375","0.693359375","0.693359375","0.65234375","0.65234375","0.65234375"
"1659","0.7431640625","0.7431640625","0.7431640625","0.7607421875","0.7607421875","0.7607421875","0.6357421875","0.6357421875","0.6357421875","0.6669921875","0.6669921875","0.6669921875","0.6923828125","0.6923828125","0.6923828125","0.7607421875","0.7607421875","0.7607421875","0.7216796875","0.7216796875","0.7216796875","0.7646484375","0.7646484375","0.7646484375","0.7275390625","0.7275390625","0.7275390625","0.69140625","0.69140625","0.69140625"
"1660","0.7041015625","0.7041015625","0.7041015625","0.7509765625","0.7509765625","0.7509765625","0.6083984375","0.6083984375","0.6083984375","0.6611328125","0.6611328125","0.6611328125","0.6806640625","0.6806640625","0.6806640625","0.7392578125","0.7392578125","0.7392578125","0.712890625","0.712890625","0.712890625","0.7353515625","0.7353515625","0.7353515625","0.7119140625","0.7119140625","0.7119140625","0.673828125","0.673828125","0.673828125"
"1661","0.7578125","0.7578125","0.7578125","0.7314453125","0.7314453125","0.7314453125","0.6240234375","0.6240234375","0.6240234375","0.6640625","0.6640625","0.6640625","0.685546875","0.685546875","0.685546875","0.732421875","0.732421875","0.732421875","0.7080078125","0.7080078125","0.7080078125","0.724609375","0.724609375","0.724609375","0.7138671875","0.7138671875","0.7138671875","0.6748046875","0.6748046875","0.6748046875"
"1662","0.728515625","0.728515625","0.728515625","0.720703125","0.720703125","0.720703125","0.6318359375","0.6318359375","0.6318359375","0.658203125","0.658203125","0.658203125","0.6904296875","0.6904296875","0.6904296875","0.7265625","0.7265625","0.7265625","0.7158203125","0.7158203125","0.7158203125","0.724609375","0.724609375","0.724609375","0.7138671875","0.7138671875","0.7138671875","0.6826171875","0.6826171875","0.6826171875"
"1663","0.73046875","0.73046875","0.73046875","0.74609375","0.74609375","0.74609375","0.5966796875","0.5966796875","0.5966796875","0.65625","0.65625","0.65625","0.677734375","0.677734375","0.677734375","0.7451171875","0.7451171875","0.7451171875","0.6982421875","0.6982421875","0.6982421875","0.73046875","0.73046875","0.73046875","0.71484375","0.71484375","0.71484375","0.666015625","0.666015625","0.666015625"
"1664","0.73828125","0.73828125","0.73828125","0.7333984375","0.7333984375","0.7333984375","0.611328125","0.611328125","0.611328125","0.658203125","0.658203125","0.658203125","0.6708984375","0.6708984375","0.6708984375","0.734375","0.734375","0.734375","0.701171875","0.701171875","0.701171875","0.7216796875","0.7216796875","0.7216796875","0.6982421875","0.6982421875","0.6982421875","0.6640625","0.6640625","0.6640625"
"1665","0.740234375","0.740234375","0.740234375","0.7412109375","0.7412109375","0.7412109375","0.6171875","0.6171875","0.6171875","0.6455078125","0.6455078125","0.6455078125","0.666015625","0.666015625","0.666015625","0.7431640625","0.7431640625","0.7431640625","0.6962890625","0.6962890625","0.6962890625","0.7236328125","0.7236328125","0.7236328125","0.7001953125","0.7001953125","0.7001953125","0.658203125","0.658203125","0.658203125"
"1666","0.7568359375","0.7568359375","0.7568359375","0.7333984375","0.7333984375","0.7333984375","0.6044921875","0.6044921875","0.6044921875","0.650390625","0.650390625","0.650390625","0.67578125","0.67578125","0.67578125","0.7431640625","0.7431640625","0.7431640625","0.7138671875","0.7138671875","0.7138671875","0.7421875","0.7421875","0.7421875","0.7236328125","0.7236328125","0.7236328125","0.669921875","0.669921875","0.669921875"
"1667","0.7705078125","0.7705078125","0.7705078125","0.7373046875","0.7373046875","0.7373046875","0.5966796875","0.5966796875","0.5966796875","0.640625","0.640625","0.640625","0.66015625","0.66015625","0.66015625","0.728515625","0.728515625","0.728515625","0.6923828125","0.6923828125","0.6923828125","0.728515625","0.728515625","0.728515625","0.6884765625","0.6884765625","0.6884765625","0.6484375","0.6484375","0.6484375"
"1668","0.7431640625","0.7431640625","0.7431640625","0.744140625","0.744140625","0.744140625","0.646484375","0.646484375","0.646484375","0.6865234375","0.6865234375","0.6865234375","0.70703125","0.70703125","0.70703125","0.7490234375","0.7490234375","0.7490234375","0.7197265625","0.7197265625","0.7197265625","0.7412109375","0.7412109375","0.7412109375","0.720703125","0.720703125","0.720703125","0.6953125","0.6953125","0.6953125"
"1669","0.71875","0.71875","0.71875","0.7197265625","0.7197265625","0.7197265625","0.599609375","0.599609375","0.599609375","0.640625","0.640625","0.640625","0.6689453125","0.6689453125","0.6689453125","0.7216796875","0.7216796875","0.7216796875","0.697265625","0.697265625","0.697265625","0.7216796875","0.7216796875","0.7216796875","0.6982421875","0.6982421875","0.6982421875","0.6552734375","0.6552734375","0.6552734375"
"1670","0.7578125","0.7578125","0.7578125","0.7353515625","0.7353515625","0.7353515625","0.6328125","0.6328125","0.6328125","0.6591796875","0.6591796875","0.6591796875","0.66796875","0.66796875","0.66796875","0.73046875","0.73046875","0.73046875","0.7041015625","0.7041015625","0.7041015625","0.7255859375","0.7255859375","0.7255859375","0.7021484375","0.7021484375","0.7021484375","0.6669921875","0.6669921875","0.6669921875"
"1671","0.7333984375","0.7333984375","0.7333984375","0.744140625","0.744140625","0.744140625","0.6220703125","0.6220703125","0.6220703125","0.654296875","0.654296875","0.654296875","0.671875","0.671875","0.671875","0.75390625","0.75390625","0.75390625","0.712890625","0.712890625","0.712890625","0.7509765625","0.7509765625","0.7509765625","0.7138671875","0.7138671875","0.7138671875","0.67578125","0.67578125","0.67578125"
"1672","0.728515625","0.728515625","0.728515625","0.734375","0.734375","0.734375","0.640625","0.640625","0.640625","0.662109375","0.662109375","0.662109375","0.6796875","0.6796875","0.6796875","0.7392578125","0.7392578125","0.7392578125","0.705078125","0.705078125","0.705078125","0.728515625","0.728515625","0.728515625","0.7109375","0.7109375","0.7109375","0.677734375","0.677734375","0.677734375"
"1673","0.7470703125","0.7470703125","0.7470703125","0.71484375","0.71484375","0.71484375","0.6103515625","0.6103515625","0.6103515625","0.6513671875","0.6513671875","0.6513671875","0.673828125","0.673828125","0.673828125","0.7138671875","0.7138671875","0.7138671875","0.7001953125","0.7001953125","0.7001953125","0.708984375","0.708984375","0.708984375","0.693359375","0.693359375","0.693359375","0.6611328125","0.6611328125","0.6611328125"
"1674","0.720703125","0.720703125","0.720703125","0.734375","0.734375","0.734375","0.6337890625","0.6337890625","0.6337890625","0.6669921875","0.6669921875","0.6669921875","0.6865234375","0.6865234375","0.6865234375","0.740234375","0.740234375","0.740234375","0.7138671875","0.7138671875","0.7138671875","0.734375","0.734375","0.734375","0.7119140625","0.7119140625","0.7119140625","0.677734375","0.677734375","0.677734375"
"1675","0.73046875","0.73046875","0.73046875","0.751953125","0.751953125","0.751953125","0.6181640625","0.6181640625","0.6181640625","0.6611328125","0.6611328125","0.6611328125","0.6865234375","0.6865234375","0.6865234375","0.7529296875","0.7529296875","0.7529296875","0.708984375","0.708984375","0.708984375","0.7451171875","0.7451171875","0.7451171875","0.7197265625","0.7197265625","0.7197265625","0.6708984375","0.6708984375","0.6708984375"
"1676","0.7548828125","0.7548828125","0.7548828125","0.7587890625","0.7587890625","0.7587890625","0.615234375","0.615234375","0.615234375","0.662109375","0.662109375","0.662109375","0.6875","0.6875","0.6875","0.7607421875","0.7607421875","0.7607421875","0.7197265625","0.7197265625","0.7197265625","0.7568359375","0.7568359375","0.7568359375","0.7294921875","0.7294921875","0.7294921875","0.6796875","0.6796875","0.6796875"
"1677","0.708984375","0.708984375","0.708984375","0.7392578125","0.7392578125","0.7392578125","0.5947265625","0.5947265625","0.5947265625","0.634765625","0.634765625","0.634765625","0.6650390625","0.6650390625","0.6650390625","0.7490234375","0.7490234375","0.7490234375","0.70703125","0.70703125","0.70703125","0.724609375","0.724609375","0.724609375","0.712890625","0.712890625","0.712890625","0.6640625","0.6640625","0.6640625"
